substantiated,mos_age_incident,Officer_Female,Officer_Male,Officer_American Indian,Officer_Asian,Officer_Black,Officer_Hispanic,Officer_White,Captain,Deputy Inspector,Detective,Inspector,Lieutenant,Police Officer,Sergeant,processing_days,Abuse of Authority,Discourtesy,Force,Offensive Language,complainant_age_incident,complainant_Female,complainant_Gender non-conforming,complainant_Male,complainant_Not described,complainant_Transman (FTM),complainant_Transwoman (MTF),complainant_American Indian,complainant_Asian,complainant_Black,complainant_Hispanic,complainant_Other Race,complainant_Refused,complainant_Unknown,complainant_White
1,44,0,1,0,0,0,0,1,0,0,0,0,0,0,1,153,1,0,0,0,26.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,25,0,1,0,0,0,0,1,0,0,0,0,0,1,0,273,1,0,0,0,24.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,25,0,1,0,0,0,0,1,0,0,0,0,0,1,0,273,0,1,0,0,24.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,25,0,1,0,0,0,0,1,0,0,0,0,0,1,0,273,0,1,0,0,27.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,25,0,1,0,0,0,0,1,0,0,0,0,0,1,0,304,0,1,0,0,25.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,25,0,1,0,0,0,0,1,0,0,0,0,0,1,0,304,0,1,0,0,25.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,28,0,1,0,0,0,1,0,0,0,0,0,0,1,0,92,0,0,1,0,27.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,28,0,1,0,0,0,1,0,0,0,0,0,0,1,0,92,0,1,0,0,27.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,29,0,1,0,0,0,1,0,0,0,0,0,0,1,0,243,0,0,1,0,27.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,34,0,1,0,0,0,0,1,0,0,0,0,0,1,0,334,1,0,0,0,42.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,35,0,1,0,0,0,0,1,0,0,0,0,0,1,0,275,0,0,1,0,35.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,35,0,1,0,0,0,0,1,0,0,0,0,0,1,0,275,1,0,0,0,35.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,35,0,1,0,0,0,0,1,0,0,0,0,0,1,0,365,0,0,1,0,35.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,39,0,1,0,0,0,0,1,0,0,0,0,0,1,0,365,1,0,0,0,43.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,42,0,1,0,0,0,0,1,0,0,0,0,0,1,0,153,1,0,0,0,28.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,42,0,1,0,0,0,0,1,0,0,1,0,0,0,0,212,1,0,0,0,35.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,43,0,1,0,0,0,0,1,0,0,1,0,0,0,0,151,1,0,0,0,53.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,43,0,1,0,0,0,0,1,0,0,1,0,0,0,0,151,1,0,0,0,33.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,44,0,1,0,0,0,0,1,0,0,1,0,0,0,0,304,1,0,0,0,35.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,44,0,1,0,0,0,0,1,0,0,1,0,0,0,0,304,0,1,0,0,35.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,33,0,1,0,0,0,0,1,0,0,0,0,0,1,0,153,1,0,0,0,33.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,33,0,1,0,0,0,0,1,0,0,0,0,0,1,0,153,0,0,1,0,33.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,34,0,1,0,0,0,0,1,0,0,0,0,0,1,0,334,0,0,1,0,23.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,34,0,1,0,0,0,0,1,0,0,0,0,0,1,0,334,0,0,1,0,42.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,30,0,1,0,0,0,1,0,0,0,0,0,0,1,0,273,1,0,0,0,24.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,46,0,1,0,0,0,1,0,0,0,0,0,0,1,0,273,1,0,0,0,40.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,46,0,1,0,0,0,1,0,0,0,0,0,0,1,0,273,1,0,0,0,40.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,37,0,1,0,0,0,1,0,0,0,0,0,0,1,0,273,0,0,1,0,16.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,44,0,1,0,0,0,1,0,0,0,0,0,0,0,1,365,1,0,0,0,23.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,29,1,0,0,0,0,1,0,0,0,0,0,0,1,0,426,0,1,0,0,37.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,32,0,1,0,0,1,0,0,0,0,0,0,0,0,1,365,1,0,0,0,31.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,32,0,1,0,0,1,0,0,0,0,0,0,0,0,1,365,1,0,0,0,31.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,32,0,1,0,0,1,0,0,0,0,0,0,0,0,1,90,0,0,1,0,21.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,32,0,1,0,0,1,0,0,0,0,0,0,0,0,1,90,1,0,0,0,21.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,32,0,1,0,0,1,0,0,0,0,0,0,0,0,1,90,1,0,0,0,44.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,29,1,0,0,0,0,1,0,0,0,0,0,0,1,0,273,1,0,0,0,43.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,29,1,0,0,0,0,1,0,0,0,0,0,0,1,0,273,0,1,0,0,43.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,29,1,0,0,0,0,1,0,0,0,0,0,0,1,0,273,0,0,0,1,43.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,29,1,0,0,0,0,1,0,0,0,0,0,0,1,0,273,0,1,0,0,43.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,38,0,1,0,0,0,1,0,0,0,0,0,0,1,0,276,1,0,0,0,16.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,44,0,1,0,0,0,1,0,0,0,0,0,0,1,0,485,1,0,0,0,35.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,44,0,1,0,0,0,1,0,0,0,0,0,0,1,0,485,1,0,0,0,35.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,44,0,1,0,0,0,1,0,0,0,0,0,0,1,0,485,1,0,0,0,35.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,33,0,1,0,0,0,0,1,0,0,0,0,0,0,1,396,1,0,0,0,48.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,35,0,1,0,0,0,0,1,0,0,0,0,0,0,1,396,1,0,0,0,75.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,35,0,1,0,0,0,0,1,0,0,0,0,0,0,1,304,1,0,0,0,36.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,35,0,1,0,0,0,0,1,0,0,0,0,0,0,1,304,1,0,0,0,36.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,36,0,1,0,0,0,0,1,0,0,0,0,0,0,1,337,1,0,0,0,21.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,36,0,1,0,0,0,0,1,0,0,0,0,0,0,1,245,1,0,0,0,17.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,36,0,1,0,0,0,0,1,0,0,0,0,0,0,1,245,1,0,0,0,17.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,36,0,1,0,0,0,0,1,0,0,0,0,0,0,1,245,1,0,0,0,17.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,35,0,1,0,0,0,0,1,0,0,0,0,0,0,1,304,1,0,0,0,36.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,29,0,1,0,0,1,0,0,0,0,0,0,0,1,0,305,0,1,0,0,24.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,25,1,0,0,0,0,1,0,0,0,0,0,0,1,0,273,1,0,0,0,19.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,31,1,0,0,0,0,1,0,0,0,0,0,0,1,0,517,1,0,0,0,37.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,33,0,1,0,0,0,1,0,0,0,0,0,0,1,0,275,1,0,0,0,20.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,25,0,1,0,0,0,0,1,0,0,0,0,0,1,0,212,1,0,0,0,33.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,25,0,1,0,0,0,0,1,0,0,0,0,0,1,0,153,1,0,0,0,48.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,29,0,1,0,0,0,0,1,0,0,0,0,0,1,0,365,1,0,0,0,19.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,36,0,1,0,0,0,0,1,0,0,0,0,0,1,0,426,1,0,0,0,41.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,35,0,1,0,0,0,1,0,0,0,0,0,0,0,1,304,1,0,0,0,35.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,35,0,1,0,0,0,1,0,0,0,0,0,0,0,1,243,0,1,0,0,27.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,35,0,1,0,0,0,1,0,0,0,0,0,0,0,1,243,0,0,0,1,27.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,39,0,1,0,0,0,0,1,0,0,0,0,0,1,0,214,0,1,0,0,24.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,41,0,1,0,0,0,0,1,0,0,0,0,0,1,0,336,0,1,0,0,48.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,41,0,1,0,0,0,0,1,0,0,0,0,0,1,0,184,1,0,0,0,33.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,44,0,1,0,0,0,0,1,0,0,0,0,0,1,0,337,0,0,1,0,27.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,45,0,1,0,0,0,0,1,0,0,0,0,0,1,0,184,0,1,0,0,37.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,46,0,1,0,0,0,0,1,0,0,0,0,0,1,0,123,0,1,0,0,25.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,48,0,1,0,0,0,0,1,0,0,0,0,0,1,0,91,0,1,0,0,61.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,24,0,1,0,0,0,0,1,0,0,0,0,0,1,0,122,0,1,0,0,44.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,26,0,1,0,0,0,0,1,0,0,0,0,0,1,0,457,0,0,1,0,50.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,25,0,1,0,0,0,0,1,0,0,0,0,0,1,0,519,1,0,0,0,31.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,27,0,1,0,0,0,0,1,0,0,0,0,0,1,0,242,0,0,1,0,20.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,39,0,1,0,0,0,0,1,0,0,0,0,0,1,0,245,1,0,0,0,24.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,39,0,1,0,0,0,0,1,0,0,0,0,0,1,0,245,1,0,0,0,24.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,39,0,1,0,0,0,0,1,0,0,0,0,0,1,0,245,0,1,0,0,24.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,30,0,1,0,0,0,0,1,0,0,0,0,0,1,0,426,1,0,0,0,41.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,32,0,1,0,0,0,0,1,0,0,0,0,0,1,0,92,1,0,0,0,67.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,29,0,1,0,0,0,1,0,0,0,0,0,0,1,0,455,0,0,1,0,37.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,29,0,1,0,0,0,1,0,0,0,0,0,0,1,0,455,1,0,0,0,37.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,39,0,1,0,0,0,1,0,0,0,0,0,1,0,0,334,1,0,0,0,23.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,40,0,1,0,0,0,1,0,0,0,0,0,1,0,0,304,1,0,0,0,49.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,42,0,1,0,0,0,1,0,0,0,0,0,1,0,0,426,1,0,0,0,20.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,42,0,1,0,0,0,1,0,0,0,0,0,1,0,0,548,0,0,1,0,38.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,42,0,1,0,0,0,1,0,1,0,0,0,0,0,0,518,1,0,0,0,34.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,42,0,1,0,0,0,1,0,1,0,0,0,0,0,0,518,0,0,0,1,34.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,49,0,1,0,0,0,1,0,1,0,0,0,0,0,0,274,1,0,0,0,39.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,49,0,1,0,0,0,1,0,1,0,0,0,0,0,0,274,1,0,0,0,39.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,39,0,1,0,0,0,1,0,0,0,0,0,0,1,0,153,1,0,0,0,24.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,33,0,1,0,0,0,1,0,0,0,0,0,0,1,0,304,0,0,1,0,22.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,33,0,1,0,0,0,1,0,0,0,0,0,0,1,0,304,1,0,0,0,22.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,40,0,1,0,0,0,1,0,0,0,0,0,0,1,0,245,1,0,0,0,24.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,40,0,1,0,0,0,1,0,0,0,0,0,0,1,0,245,0,1,0,0,24.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,40,0,1,0,0,0,1,0,0,0,0,0,0,1,0,245,1,0,0,0,24.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,40,0,1,0,0,0,1,0,0,0,0,0,0,1,0,245,1,0,0,0,24.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,40,0,1,0,0,0,1,0,0,0,0,0,0,1,0,245,1,0,0,0,24.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,40,0,1,0,0,0,1,0,0,0,0,0,0,1,0,245,0,0,1,0,24.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,40,0,1,0,0,0,1,0,0,0,0,0,0,1,0,245,1,0,0,0,23.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,40,0,1,0,0,0,1,0,0,0,0,0,0,1,0,245,1,0,0,0,24.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,26,0,1,0,0,0,0,1,0,0,0,0,0,1,0,242,1,0,0,0,19.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,26,0,1,0,0,0,0,1,0,0,0,0,0,1,0,242,1,0,0,0,24.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,26,0,1,0,0,0,0,1,0,0,0,0,0,1,0,242,1,0,0,0,23.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,25,0,1,0,0,0,0,1,0,0,0,0,0,1,0,242,1,0,0,0,23.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,25,0,1,0,0,0,0,1,0,0,0,0,0,1,0,242,1,0,0,0,23.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,25,0,1,0,0,0,0,1,0,0,0,0,0,1,0,242,1,0,0,0,23.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,25,0,1,0,0,0,0,1,0,0,0,0,0,1,0,242,1,0,0,0,23.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,25,0,1,0,0,0,0,1,0,0,0,0,0,1,0,242,1,0,0,0,20.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,31,0,1,0,0,0,1,0,0,0,0,0,0,1,0,337,1,0,0,0,27.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,31,0,1,0,0,0,1,0,0,0,0,0,0,1,0,337,0,0,1,0,27.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,31,0,1,0,0,0,1,0,0,0,0,0,0,1,0,337,1,0,0,0,29.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,41,0,1,0,0,0,1,0,0,0,0,0,0,0,1,275,1,0,0,0,41.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,27,0,1,0,0,0,1,0,0,0,0,0,0,1,0,305,1,0,0,0,18.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,27,0,1,0,0,0,1,0,0,0,0,0,0,1,0,305,1,0,0,0,18.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,25,0,1,0,0,1,0,0,0,0,0,0,0,1,0,426,1,0,0,0,37.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,26,0,1,0,0,1,0,0,0,0,0,0,0,1,0,454,1,0,0,0,31.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,26,0,1,0,0,1,0,0,0,0,0,0,0,1,0,275,1,0,0,0,20.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,27,0,1,0,0,1,0,0,0,0,0,0,0,1,0,243,1,0,0,0,34.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,27,0,1,0,0,1,0,0,0,0,0,0,0,1,0,243,1,0,0,0,33.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,28,0,1,0,0,1,0,0,0,0,0,0,0,1,0,488,1,0,0,0,42.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,28,0,1,0,0,1,0,0,0,0,0,0,0,1,0,427,1,0,0,0,27.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,26,0,1,0,0,1,0,0,0,0,0,0,0,1,0,454,1,0,0,0,31.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,28,0,1,0,0,1,0,0,0,0,0,0,0,1,0,427,1,0,0,0,27.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,26,0,1,0,0,0,1,0,0,0,0,0,0,1,0,396,1,0,0,0,40.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,28,0,1,0,0,0,1,0,0,0,0,0,0,1,0,517,1,0,0,0,49.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,28,0,1,0,0,0,1,0,0,0,0,0,0,1,0,517,1,0,0,0,41.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,28,0,1,0,0,0,1,0,0,0,0,0,0,1,0,517,1,0,0,0,49.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,28,0,1,0,0,0,0,1,0,0,0,0,0,1,0,456,0,1,0,0,39.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,28,0,1,0,0,0,0,1,0,0,0,0,0,1,0,335,1,0,0,0,18.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,25,0,1,0,0,0,1,0,0,0,0,0,0,1,0,335,1,0,0,0,19.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,25,0,1,0,0,0,1,0,0,0,0,0,0,1,0,335,0,0,1,0,19.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,25,0,1,0,0,0,1,0,0,0,0,0,0,1,0,335,1,0,0,0,19.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,25,0,1,0,0,0,1,0,0,0,0,0,0,1,0,335,0,1,0,0,19.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,22,0,1,0,0,0,0,1,0,0,0,0,0,1,0,153,0,0,1,0,30.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,22,0,1,0,0,0,0,1,0,0,0,0,0,1,0,153,0,0,1,0,30.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,24,0,1,0,0,0,0,1,0,0,0,0,0,1,0,549,1,0,0,0,21.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,25,0,1,0,0,0,0,1,0,0,0,0,0,1,0,181,0,1,0,0,32.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,24,0,1,0,0,0,0,1,0,0,0,0,0,1,0,549,1,0,0,0,21.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,28,0,1,0,0,0,0,1,0,0,0,0,0,1,0,182,1,0,0,0,52.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,29,0,1,0,0,0,1,0,0,0,0,0,0,1,0,243,1,0,0,0,50.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,41,0,1,0,0,0,1,0,0,0,0,0,0,1,0,153,0,0,1,0,19.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,41,0,1,0,0,0,1,0,0,0,0,0,0,1,0,153,0,0,1,0,19.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,41,0,1,0,0,0,1,0,0,0,0,0,0,1,0,153,0,0,1,0,19.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,34,1,0,0,0,0,1,0,0,0,0,0,0,0,1,91,0,1,0,0,43.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,24,1,0,0,0,0,1,0,0,0,0,0,0,1,0,454,1,0,0,0,31.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,25,1,0,0,0,0,1,0,0,0,0,0,0,1,0,181,1,0,0,0,19.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,25,1,0,0,0,0,1,0,0,0,0,0,0,1,0,181,1,0,0,0,19.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,23,0,1,0,0,0,0,1,0,0,0,0,0,1,0,184,1,0,0,0,46.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,23,0,1,0,0,0,0,1,0,0,0,0,0,1,0,184,1,0,0,0,46.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,38,1,0,0,0,0,1,0,0,0,0,0,0,1,0,365,1,0,0,0,35.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,40,1,0,0,0,0,1,0,0,0,0,0,0,1,0,121,1,0,0,0,29.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,26,0,1,0,0,0,1,0,0,0,0,0,0,1,0,275,0,0,1,0,54.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,29,0,1,0,0,0,1,0,0,0,0,0,0,1,0,213,1,0,0,0,21.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,29,0,1,0,0,0,1,0,0,0,0,0,0,1,0,213,0,1,0,0,21.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,29,0,1,0,0,0,1,0,0,0,0,0,0,1,0,121,1,0,0,0,50.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,27,0,1,0,0,1,0,0,0,0,0,0,0,1,0,184,0,0,1,0,42.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,33,0,1,0,1,0,0,0,0,0,0,0,0,0,1,488,0,0,1,0,26.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,37,0,1,0,1,0,0,0,0,0,0,0,0,0,1,153,0,0,1,0,20.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,43,0,1,0,1,0,0,0,0,0,0,0,0,0,1,123,1,0,0,0,24.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,43,0,1,0,1,0,0,0,0,0,0,0,0,0,1,123,1,0,0,0,24.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,32,0,1,0,0,1,0,0,0,0,0,0,0,1,0,396,0,0,1,0,17.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,39,0,1,0,0,1,0,0,0,0,0,0,0,1,0,243,0,0,1,0,12.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,44,0,1,0,0,1,0,0,0,0,0,0,0,1,0,395,0,1,0,0,16.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,45,0,1,0,0,1,0,0,0,0,0,0,0,1,0,336,0,1,0,0,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,45,0,1,0,0,1,0,0,0,0,0,0,0,1,0,91,1,0,0,0,17.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,40,0,1,0,0,1,0,0,0,0,0,0,0,1,0,304,0,0,1,0,37.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,25,0,1,0,0,0,1,0,0,0,0,0,0,1,0,365,0,0,1,0,55.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,25,0,1,0,0,0,1,0,0,0,0,0,0,1,0,365,0,1,0,0,55.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,25,0,1,0,0,0,1,0,0,0,0,0,0,1,0,486,1,0,0,0,22.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,25,0,1,0,0,0,1,0,0,0,0,0,0,1,0,242,0,0,1,0,24.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,25,0,1,0,0,0,1,0,0,0,0,0,0,1,0,242,1,0,0,0,24.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,25,0,1,0,0,0,1,0,0,0,0,0,0,1,0,242,1,0,0,0,24.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,28,0,1,0,0,0,0,1,0,0,0,0,0,1,0,181,0,0,1,0,37.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,32,0,1,0,0,0,0,1,0,0,0,0,0,1,0,245,0,0,1,0,40.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,34,0,1,0,0,0,0,1,0,0,0,0,0,1,0,242,0,0,1,0,33.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,34,0,1,0,0,0,0,1,0,0,0,0,0,1,0,242,0,0,1,0,33.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,40,0,1,0,0,0,0,1,0,0,0,0,0,0,1,153,1,0,0,0,40.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,40,0,1,0,0,0,0,1,0,0,0,0,0,0,1,153,0,1,0,0,40.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,40,0,1,0,0,0,0,1,0,0,0,0,0,0,1,153,1,0,0,0,40.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,40,0,1,0,0,0,0,1,0,0,0,0,0,0,1,153,0,0,0,1,40.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,40,0,1,0,0,0,0,1,0,0,0,0,0,0,1,153,0,1,0,0,40.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,40,0,1,0,0,0,0,1,0,0,0,0,0,0,1,153,1,0,0,0,40.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,39,0,1,0,0,0,0,1,0,0,0,0,0,0,1,184,1,0,0,0,20.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,39,0,1,0,0,0,0,1,0,0,0,0,0,0,1,184,1,0,0,0,20.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,40,0,1,0,0,0,0,1,0,0,0,0,0,0,1,153,1,0,0,0,40.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
